Order ID,Order Date,Region,State,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Segment
ORD-1111,2024-12-29,West,Texas,Furniture,Tables,Space Tables,1744.26,10,0.1,85.18,Home Office
ORD-1112,2023-04-07,West,Georgia,Technology,Accessories,Career Accessories,522.88,5,0.0,130.43,Home Office
ORD-1113,2025-07-14,West,Texas,Office Supplies,Storage,May Storage,1891.57,10,0.2,225.98,Corporate
ORD-1114,2025-01-25,South,Illinois,Office Supplies,Storage,Company Storage,1998.76,8,0.0,-162.69,Consumer
ORD-1115,2023-11-09,Central,Illinois,Technology,Machines,News Machines,1956.33,7,0.2,-383.34,Consumer
ORD-1116,2025-04-23,South,Illinois,Technology,Phones,Land Phones,1221.99,6,0.1,144.57,Consumer
ORD-1117,2023-08-19,West,Texas,Technology,Machines,Woman Machines,1299.75,5,0.3,-238.27,Home Office
ORD-1118,2025-01-08,East,Illinois,Office Supplies,Paper,Someone Paper,1500.01,3,0.1,-200.88,Corporate
ORD-1119,2025-08-30,Central,New York,Technology,Machines,Deep Machines,1829.82,8,0.2,317.07,Corporate
ORD-1120,2024-01-21,South,Texas,Office Supplies,Binders,Inside Binders,1513.22,4,0.3,429.2,Consumer
ORD-1121,2025-08-02,East,Ohio,Technology,Machines,Rate Machines,543.63,2,0.3,-8.54,Consumer
ORD-1122,2024-04-26,South,Pennsylvania,Technology,Machines,Left Machines,1356.18,8,0.0,148.87,Consumer
ORD-1123,2024-12-06,West,Texas,Technology,Machines,Live Machines,1651.23,5,0.3,-233.92,Home Office
ORD-1124,2023-03-30,Central,Georgia,Furniture,Chairs,End Chairs,212.44,9,0.1,-1.21,Consumer
ORD-1125,2023-09-08,South,North Carolina,Office Supplies,Envelopes,Attack Envelopes,1458.67,7,0.0,316.31,Home Office
ORD-1126,2024-03-02,Central,California,Technology,Copiers,Against Copiers,753.65,8,0.3,207.46,Home Office
ORD-1127,2025-03-25,Central,Michigan,Office Supplies,Binders,Once Binders,730.17,7,0.2,-76.74,Home Office
ORD-1128,2023-09-16,East,Florida,Furniture,Furnishings,Per Furnishings,1286.2,1,0.0,248.75,Home Office
ORD-1129,2023-09-01,West,Texas,Furniture,Tables,Account Tables,430.17,4,0.1,-15.37,Home Office
ORD-1130,2023-01-12,Central,New York,Furniture,Chairs,Second Chairs,1089.63,3,0.0,142.23,Consumer
ORD-1131,2025-05-31,East,Pennsylvania,Furniture,Tables,Artist Tables,1185.93,1,0.1,-79.83,Consumer
ORD-1132,2023-09-14,East,Texas,Furniture,Furnishings,Author Furnishings,907.58,6,0.0,23.6,Corporate
ORD-1133,2022-11-11,Central,Georgia,Furniture,Chairs,Trade Chairs,1928.77,1,0.3,431.37,Home Office
ORD-1134,2024-02-19,South,Georgia,Office Supplies,Binders,Avoid Binders,1800.55,6,0.1,-300.98,Consumer
ORD-1135,2024-11-30,Central,Ohio,Office Supplies,Envelopes,Economy Envelopes,1070.5,8,0.3,-161.01,Home Office
ORD-1136,2023-11-30,West,Ohio,Technology,Phones,Relationship Phones,1778.42,7,0.2,380.07,Corporate
ORD-1137,2024-10-17,East,Pennsylvania,Office Supplies,Art,Difficult Art,638.8,5,0.2,176.82,Corporate
ORD-1138,2025-01-08,East,Texas,Technology,Copiers,Cause Copiers,204.6,2,0.2,42.12,Consumer
ORD-1139,2025-02-27,Central,Texas,Technology,Phones,Part Phones,720.12,7,0.0,204.66,Corporate
ORD-1140,2024-09-27,Central,Texas,Technology,Machines,Eight Machines,1024.68,3,0.3,-90.05,Home Office
ORD-1141,2024-09-27,Central,Texas,Furniture,Bookcases,Surface Bookcases,1156.72,7,0.0,120.87,Corporate
ORD-1142,2024-06-17,East,New York,Technology,Machines,Customer Machines,1411.34,5,0.2,-34.56,Corporate
ORD-1143,2023-02-17,South,Texas,Furniture,Tables,Bill Tables,1487.12,1,0.0,257.35,Consumer
ORD-1144,2025-07-13,South,Georgia,Furniture,Furnishings,Lawyer Furnishings,331.67,5,0.2,62.49,Corporate
ORD-1145,2024-03-27,East,New York,Technology,Phones,Land Phones,1513.78,1,0.0,-96.8,Consumer
ORD-1146,2024-06-23,South,North Carolina,Technology,Copiers,Manage Copiers,840.08,4,0.0,-23.03,Corporate
ORD-1147,2022-12-17,South,Michigan,Furniture,Bookcases,Report Bookcases,630.67,4,0.3,184.3,Home Office
ORD-1148,2025-07-05,West,Illinois,Furniture,Chairs,Race Chairs,1539.35,5,0.2,-55.32,Consumer
ORD-1149,2023-02-23,South,New York,Furniture,Furnishings,Ask Furnishings,772.81,4,0.2,-126.71,Consumer
ORD-1150,2024-06-10,South,California,Technology,Phones,Should Phones,1843.9,6,0.3,159.87,Corporate
ORD-1151,2024-03-04,Central,Texas,Technology,Copiers,Such Copiers,61.3,6,0.1,12.3,Corporate
ORD-1152,2023-03-12,Central,Texas,Technology,Copiers,Energy Copiers,1692.08,4,0.3,159.79,Corporate
ORD-1153,2023-07-18,South,Illinois,Technology,Phones,Customer Phones,692.24,6,0.1,-112.01,Home Office
ORD-1154,2025-01-04,West,Pennsylvania,Technology,Phones,List Phones,1460.21,3,0.1,-216.98,Corporate
ORD-1155,2023-04-29,West,North Carolina,Office Supplies,Paper,Knowledge Paper,1525.23,2,0.1,420.42,Consumer
ORD-1156,2023-07-06,South,North Carolina,Technology,Copiers,Family Copiers,908.83,10,0.2,210.96,Home Office
ORD-1157,2024-09-11,West,Georgia,Technology,Machines,Enjoy Machines,948.46,5,0.2,90.78,Consumer
ORD-1158,2023-01-19,East,Illinois,Office Supplies,Envelopes,Level Envelopes,914.79,1,0.2,197.46,Corporate
ORD-1159,2025-01-25,South,Georgia,Furniture,Chairs,Billion Chairs,1117.55,1,0.3,284.44,Home Office
ORD-1160,2022-12-11,Central,North Carolina,Technology,Accessories,Reach Accessories,1012.71,1,0.3,-150.13,Corporate
ORD-1161,2025-01-10,West,California,Office Supplies,Binders,Think Binders,1421.09,8,0.1,-25.65,Consumer
ORD-1162,2022-10-16,South,Pennsylvania,Office Supplies,Art,Better Art,1203.81,6,0.0,-42.32,Home Office
ORD-1163,2023-09-26,Central,Illinois,Technology,Copiers,Compare Copiers,1706.1,10,0.1,-56.85,Home Office
ORD-1164,2024-06-16,Central,Illinois,Technology,Accessories,Mention Accessories,1402.99,7,0.1,136.82,Home Office
ORD-1165,2024-10-10,South,Pennsylvania,Furniture,Bookcases,Different Bookcases,1346.83,9,0.0,165.68,Consumer
ORD-1166,2024-06-07,Central,California,Office Supplies,Envelopes,Weight Envelopes,631.55,4,0.2,172.94,Corporate
ORD-1167,2022-12-24,West,New York,Office Supplies,Paper,Community Paper,172.79,2,0.0,22.63,Consumer
ORD-1168,2024-05-04,South,New York,Technology,Accessories,Able Accessories,378.08,10,0.1,60.72,Consumer
ORD-1169,2024-05-22,Central,Florida,Furniture,Furnishings,Evidence Furnishings,1228.98,8,0.1,82.35,Corporate
ORD-1170,2024-08-30,West,Pennsylvania,Office Supplies,Art,Feeling Art,1895.32,8,0.3,350.1,Home Office
ORD-1171,2024-07-12,South,New York,Office Supplies,Envelopes,Same Envelopes,1606.49,3,0.2,-279.38,Consumer
ORD-1172,2025-02-03,East,Michigan,Office Supplies,Storage,Recently Storage,584.42,3,0.2,14.41,Consumer
ORD-1173,2024-10-19,South,Texas,Technology,Accessories,Clear Accessories,1637.07,6,0.0,12.19,Consumer
ORD-1174,2023-07-15,Central,Florida,Office Supplies,Envelopes,Fine Envelopes,1989.16,6,0.1,-369.8,Corporate
ORD-1175,2023-08-28,West,New York,Furniture,Bookcases,Article Bookcases,588.02,8,0.1,105.5,Consumer
ORD-1176,2025-03-11,East,Texas,Office Supplies,Art,Simply Art,526.73,3,0.3,-76.06,Consumer
ORD-1177,2025-01-13,Central,Texas,Office Supplies,Paper,Ask Paper,492.11,10,0.3,-82.97,Consumer
ORD-1178,2024-01-24,East,Michigan,Office Supplies,Envelopes,Art Envelopes,499.04,3,0.2,7.3,Home Office
ORD-1179,2022-12-10,West,North Carolina,Technology,Machines,Pattern Machines,390.88,2,0.2,-64.95,Corporate
ORD-1180,2024-10-03,South,Georgia,Technology,Phones,Morning Phones,1278.63,6,0.2,222.04,Consumer
ORD-1181,2024-12-27,Central,Florida,Office Supplies,Binders,Coach Binders,1321.07,2,0.2,-176.09,Home Office
ORD-1182,2022-12-21,Central,New York,Office Supplies,Envelopes,Movie Envelopes,939.95,8,0.1,193.39,Home Office
ORD-1183,2023-01-26,East,Illinois,Furniture,Furnishings,Today Furnishings,106.74,4,0.0,-4.5,Consumer
ORD-1184,2023-07-09,South,Michigan,Office Supplies,Envelopes,Authority Envelopes,521.56,4,0.2,-11.22,Corporate
ORD-1185,2025-04-05,Central,Texas,Furniture,Bookcases,Author Bookcases,885.16,7,0.3,218.92,Corporate
ORD-1186,2025-08-07,West,Georgia,Office Supplies,Storage,Training Storage,1005.1,9,0.2,201.6,Home Office
ORD-1187,2023-09-24,East,Ohio,Technology,Copiers,International Copiers,1990.29,3,0.2,-78.41,Home Office
ORD-1188,2023-03-29,Central,Illinois,Furniture,Bookcases,Year Bookcases,1213.19,7,0.1,175.77,Corporate
ORD-1189,2025-02-24,East,Pennsylvania,Office Supplies,Art,Employee Art,1996.34,5,0.0,-324.36,Home Office
ORD-1190,2025-03-11,Central,Michigan,Technology,Copiers,Phone Copiers,1365.23,1,0.1,306.27,Home Office
ORD-1191,2022-11-24,East,New York,Technology,Copiers,President Copiers,487.27,6,0.2,-4.18,Consumer
ORD-1192,2023-01-29,West,Georgia,Technology,Phones,Kind Phones,756.59,2,0.1,48.97,Corporate
ORD-1193,2025-07-11,Central,Florida,Office Supplies,Storage,Past Storage,71.31,3,0.3,4.2,Consumer
ORD-1194,2025-02-18,Central,Illinois,Technology,Phones,Necessary Phones,903.62,10,0.2,132.82,Home Office
ORD-1195,2024-01-28,East,New York,Office Supplies,Paper,Worry Paper,915.04,8,0.0,187.82,Consumer
ORD-1196,2023-11-03,East,Michigan,Office Supplies,Storage,Democratic Storage,594.92,5,0.1,92.75,Home Office
ORD-1197,2025-07-30,Central,Michigan,Technology,Accessories,Sense Accessories,260.3,4,0.1,-21.25,Consumer
ORD-1198,2024-01-25,Central,Michigan,Office Supplies,Binders,Edge Binders,750.44,9,0.1,79.53,Home Office
ORD-1199,2023-11-10,Central,Ohio,Furniture,Chairs,Individual Chairs,1443.36,9,0.3,266.42,Home Office
ORD-1200,2023-04-15,West,Pennsylvania,Technology,Phones,Remain Phones,166.85,8,0.2,-22.66,Home Office
ORD-1201,2025-06-22,West,Ohio,Technology,Accessories,First Accessories,1823.21,1,0.0,107.66,Home Office
ORD-1202,2024-09-03,West,Pennsylvania,Office Supplies,Paper,Four Paper,466.43,9,0.2,104.0,Home Office
ORD-1203,2023-01-14,Central,New York,Office Supplies,Paper,Act Paper,619.59,9,0.0,31.78,Home Office
ORD-1204,2024-09-04,West,North Carolina,Furniture,Tables,Pretty Tables,1805.96,6,0.0,383.98,Home Office
ORD-1205,2025-02-14,East,North Carolina,Furniture,Chairs,Black Chairs,1309.24,10,0.3,142.78,Corporate
ORD-1206,2023-01-15,Central,Illinois,Furniture,Furnishings,Note Furnishings,504.86,7,0.2,13.52,Corporate
ORD-1207,2023-08-21,West,Georgia,Technology,Phones,Move Phones,978.82,4,0.2,101.14,Corporate
ORD-1208,2023-11-09,Central,Ohio,Office Supplies,Storage,Cause Storage,1526.12,9,0.0,-61.72,Consumer
ORD-1209,2024-03-19,Central,Georgia,Office Supplies,Binders,Upon Binders,298.94,1,0.2,81.52,Consumer
ORD-1210,2023-01-08,West,New York,Technology,Copiers,Until Copiers,1868.83,6,0.1,339.31,Corporate
ORD-1211,2023-10-08,South,Georgia,Office Supplies,Envelopes,Hope Envelopes,1004.79,2,0.3,52.97,Corporate
ORD-1212,2023-12-10,Central,California,Furniture,Tables,Coach Tables,577.09,10,0.3,-32.97,Consumer
ORD-1213,2024-08-04,South,New York,Furniture,Chairs,These Chairs,1460.47,7,0.2,-259.06,Corporate
ORD-1214,2025-01-14,Central,Michigan,Furniture,Tables,Score Tables,165.59,9,0.3,30.17,Corporate
ORD-1215,2024-01-06,East,New York,Office Supplies,Envelopes,Population Envelopes,799.93,6,0.2,141.97,Consumer
ORD-1216,2025-07-05,East,California,Furniture,Furnishings,Newspaper Furnishings,291.33,6,0.3,17.38,Consumer
ORD-1217,2022-10-06,Central,North Carolina,Furniture,Tables,Region Tables,341.75,10,0.2,33.1,Corporate
ORD-1218,2025-02-01,Central,Georgia,Technology,Copiers,Firm Copiers,749.35,2,0.3,68.83,Consumer
ORD-1219,2025-07-20,South,Illinois,Technology,Phones,Body Phones,1570.15,10,0.1,252.32,Home Office
ORD-1220,2023-04-20,West,Michigan,Technology,Copiers,Everything Copiers,1447.94,7,0.1,305.27,Home Office
ORD-1221,2023-03-22,East,Florida,Furniture,Chairs,Voice Chairs,893.26,7,0.1,5.79,Consumer
ORD-1222,2023-03-09,South,California,Furniture,Furnishings,Situation Furnishings,293.4,4,0.2,87.74,Home Office
ORD-1223,2025-01-30,South,Pennsylvania,Office Supplies,Envelopes,Clearly Envelopes,930.13,9,0.2,68.03,Consumer
ORD-1224,2023-11-21,South,Florida,Technology,Machines,Father Machines,572.43,5,0.1,154.98,Consumer
ORD-1225,2025-04-20,West,Georgia,Office Supplies,Storage,Develop Storage,970.01,9,0.2,-54.42,Corporate
ORD-1226,2024-03-09,South,Pennsylvania,Technology,Copiers,Democrat Copiers,595.1,5,0.0,-15.96,Consumer
ORD-1227,2025-08-26,South,Florida,Office Supplies,Storage,Protect Storage,1659.34,5,0.2,-217.98,Consumer
ORD-1228,2023-11-08,West,California,Technology,Accessories,Mouth Accessories,1812.26,4,0.1,-314.89,Home Office
ORD-1229,2024-10-21,South,Texas,Office Supplies,Storage,Enter Storage,1546.12,1,0.1,5.34,Home Office
ORD-1230,2022-12-11,West,Illinois,Office Supplies,Art,Best Art,585.12,1,0.0,73.81,Corporate
ORD-1231,2025-06-05,West,Ohio,Furniture,Chairs,Land Chairs,1869.17,1,0.3,362.58,Consumer
ORD-1232,2023-11-27,East,California,Furniture,Bookcases,Another Bookcases,1144.56,2,0.2,-66.06,Corporate
ORD-1233,2022-09-29,West,Michigan,Technology,Copiers,Goal Copiers,560.22,2,0.2,-66.53,Corporate
ORD-1234,2023-04-15,West,California,Office Supplies,Storage,Public Storage,687.48,5,0.1,-77.17,Home Office
ORD-1235,2023-11-04,South,Michigan,Technology,Copiers,Color Copiers,191.74,2,0.1,55.77,Corporate
ORD-1236,2024-08-10,West,California,Office Supplies,Storage,Ok Storage,779.48,8,0.2,215.93,Corporate
ORD-1237,2024-07-19,East,Illinois,Office Supplies,Envelopes,Option Envelopes,731.91,4,0.0,98.0,Home Office
ORD-1238,2022-10-09,West,Ohio,Office Supplies,Storage,Brother Storage,1014.99,5,0.0,121.14,Home Office
